Tree_Size,Runtime
10493,0.000000
3799,0.000000
1411,0.000000
8392,0.000000
982,0.000000
5918,0.000000
17953,0.001000
13842,0.000000
488,0.000000
22040,0.001000
3392,0.000000
13883,0.000000
14989,0.000000
12665,0.000000
31854,0.001000
23845,0.001000
25357,0.001000
31063,0.001000
7709,0.000000
10063,0.000000
29709,0.000000
10640,0.000000
25481,0.001000
470,0.000000
5471,0.000000
19211,0.000000
28248,0.001000
2378,0.000000
24449,0.001000
20986,0.000000
11721,0.000000
20558,0.001000
11736,0.000000
4469,0.000000
18960,0.000000
16165,0.000000
24788,0.001000
10825,0.001000
27795,0.001000
19118,0.001000
10973,0.000000
13662,0.000000
17310,0.000000
22963,0.000000
18771,0.001000
13565,0.000000
2945,0.000000
29992,0.001000
3782,0.000000
10466,0.000000
6157,0.000000
10157,0.000000
29035,0.001000
17842,0.001000
7311,0.000000
31755,0.001000
21804,0.001000
8648,0.001000
20886,0.001000
32318,0.001000
20352,0.001000
3318,0.000000
19570,0.000000
22865,0.001000
22082,0.000000
24007,0.001000
24357,0.001000
9826,0.001000
29561,0.001000
7451,0.000000
1289,0.000000
20969,0.001000
2464,0.000000
4988,0.000000
22496,0.001000
17622,0.000000
29921,0.001000
15575,0.001000
11619,0.000000
897,0.000000
4524,0.000000
16492,0.001000
20368,0.000000
437,0.000000
5123,0.000000
28684,0.000000
2748,0.000000
20883,0.001000
3907,0.000000
13674,0.000000
32142,0.001000
5473,0.000000
9157,0.000000
1333,0.000000
6416,0.000000
3182,0.000000
12838,0.000000
24068,0.001000
9966,0.000000
9346,0.000000
13476,0.000000
17090,0.000000
30236,0.001000
30052,0.001000
8459,0.000000
1547,0.001000
30956,0.001000
18225,0.001000
25733,0.001000
22285,0.001000
19540,0.001000
22094,0.001000
29605,0.001000
14108,0.000000
14568,0.000000
960,0.000000
9615,0.000000
14314,0.000000
20506,0.001000
8600,0.000000
12587,0.000000
24738,0.001000
24034,0.001000
3341,0.000000
1790,0.000000
413,0.000000
9425,0.000000
2862,0.000000
22516,0.001000
12647,0.001000
7716,0.000000
28896,0.001000
32749,0.001000
14687,0.001000
15044,0.001000
26910,0.001000
806,0.000000
27892,0.001000
28841,0.001000
13314,0.000000
15794,0.000000
16325,0.000000
622,0.000000
25498,0.000000
16267,0.000000
18942,0.001000
4019,0.000000
9433,0.000000
17582,0.000000
30990,0.001000
20767,0.001000
27469,0.000000
11934,0.000000
4178,0.001000
26332,0.001000
27634,0.001000
32271,0.002000
31945,0.001000
16987,0.000000
21653,0.001000
513,0.000000
2560,0.000000
24450,0.001000
3307,0.000000
2124,0.000000
27103,0.000000
6055,0.000000
4280,0.000000
26157,0.000000
30099,0.001000
5858,0.000000
14788,0.000000
31056,0.001000
27894,0.001000
24072,0.002000
11576,0.001000
5401,0.000000
7864,0.000000
30913,0.001000
13822,0.000000
1527,0.000000
28043,0.001000
2181,0.000000
15656,0.001000
4310,0.000000
3795,0.000000
6672,0.001000
9003,0.000000
21156,0.001000
1993,0.001000
24226,0.000000
7002,0.000000
28360,0.001000
23187,0.001000
32213,0.001000
19101,0.000000
24235,0.001000
20738,0.001000
15332,0.001000
12827,0.000000
20111,0.001000
4817,0.001000
15675,0.000000
534,0.000000
28395,0.001000
17253,0.001000
25337,0.002000
9652,0.001000
6347,0.000000
30411,0.002000
13077,0.001000
7122,0.000000
32658,0.002000
506,0.000000
12130,0.001000
17346,0.001000
26331,0.002000
21710,0.001000
31904,0.001000
11674,0.000000
505,0.000000
792,0.000000
13987,0.001000
7251,0.001000
1833,0.000000
31443,0.001000
5046,0.000000
32705,0.002000
27002,0.002000
1403,0.000000
23158,0.001000
8016,0.000000
9332,0.000000
7515,0.000000
15884,0.000000
11822,0.001000
29841,0.001000
17963,0.001000
16734,0.001000
14571,0.001000
29245,0.001000
29415,0.001000
30751,0.001000
11279,0.001000
22012,0.001000
31357,0.001000
6346,0.001000
13929,0.001000
1275,0.000000
24815,0.001000
28462,0.001000
25065,0.001000
31951,0.001000
13324,0.001000
21759,0.001000
32261,0.001000
18860,0.001000
8367,0.000000
16486,0.001000
9102,0.000000
32583,0.002000
27480,0.002000
4165,0.001000
2624,0.000000
2188,0.000000
7110,0.001000
14800,0.001000
3959,0.001000
421,0.000000
31704,0.001000
11806,0.001000
30047,0.002000
3137,0.000000
12253,0.001000
18003,0.001000
8323,0.000000
2699,0.000000
4152,0.000000
30302,0.002000
21143,0.001000
8595,0.001000
13851,0.001000
31682,0.001000
30662,0.002000
31399,0.002000
31104,0.002000
13804,0.001000
695,0.000000
25402,0.001000
6947,0.001000
6487,0.000000
16371,0.001000
22175,0.001000
23262,0.001000
13271,0.001000
8652,0.000000
17048,0.001000
11495,0.000000
12258,0.000000
21520,0.001000
27717,0.001000
16679,0.001000
7003,0.000000
2818,0.000000
8115,0.000000
12159,0.000000
22213,0.001000
9534,0.000000
9176,0.001000
4542,0.001000
27144,0.001000
28993,0.001000
25177,0.000000
1513,0.000000
27510,0.002000
9730,0.000000
24769,0.001000
1075,0.000000
5408,0.000000
4133,0.001000
4426,0.000000
10354,0.001000
13052,0.000000
7741,0.001000
1985,0.000000
9118,0.000000
13524,0.001000
31276,0.001000
20466,0.000000
11599,0.001000
7952,0.000000
24088,0.001000
2709,0.000000
30320,0.001000
19795,0.001000
19143,0.000000
9501,0.000000
20535,0.001000
11923,0.001000
17610,0.001000
16910,0.000000
3009,0.000000
16124,0.001000
27862,0.002000
1034,0.000000
25700,0.001000
8194,0.000000
19900,0.001000
24345,0.001000
5770,0.000000
18129,0.001000
2134,0.000000
16094,0.001000
4334,0.001000
28693,0.002000
9189,0.001000
11847,0.000000
21727,0.001000
11421,0.001000
16373,0.001000
11398,0.001000
1976,0.000000
11903,0.001000
23944,0.003000
11271,0.001000
22089,0.001000
3904,0.000000
104,0.000000
28858,0.002000
15799,0.001000
21544,0.001000
32743,0.002000
4713,0.001000
3985,0.000000
14350,0.001000
29202,0.001000
13222,0.001000
28296,0.001000
14751,0.001000
31099,0.001000
6038,0.000000
16294,0.001000
28416,0.001000
20852,0.001000
4804,0.000000
23409,0.001000
10298,0.001000
29075,0.001000
11057,0.000000
10539,0.000000
10123,0.000000
10375,0.000000
27523,0.001000
9816,0.000000
2411,0.000000
23782,0.002000
28852,0.001000
13522,0.001000
11092,0.000000
9394,0.001000
5247,0.000000
1240,0.000000
32175,0.002000
21381,0.001000
15353,0.039000
29585,0.002000
16143,0.001000
23487,0.001000
27147,0.001000
18426,0.001000
2090,0.000000
30256,0.001000
11971,0.001000
31622,0.001000
31070,0.001000
32571,0.002000
21287,0.001000
23909,0.001000
14401,0.001000
27485,0.001000
705,0.000000
31836,0.002000
13451,0.001000
28340,0.001000
14346,0.002000
12464,0.000000
24976,0.001000
16920,0.000000
7652,0.000000
7561,0.000000
23440,0.001000
27305,0.002000
6433,0.000000
30960,0.001000
17832,0.001000
2465,0.000000
229,0.000000
12767,0.000000
3539,0.001000
6775,0.000000
9962,0.000000
16903,0.001000
4801,0.001000
25093,0.001000
23662,0.001000
23145,0.001000
31339,0.002000
29633,0.002000
26997,0.001000
28690,0.002000
14915,0.001000
5040,0.000000
2790,0.000000
17605,0.001000
2182,0.000000
7345,0.000000
22092,0.001000
16717,0.001000
12399,0.000000
30387,0.002000
16426,0.000000
26539,0.001000
30523,0.001000
20163,0.001000
18899,0.000000
26130,0.001000
24248,0.002000
9487,0.000000
22204,0.001000
25945,0.001000
8022,0.000000
28549,0.001000
31083,0.001000
7987,0.001000
7597,0.001000
18744,0.000000
6301,0.001000
5380,0.001000
10592,0.000000
18652,0.000000
8389,0.001000
6542,0.001000
9160,0.000000
2133,0.000000
11674,0.000000
19973,0.000000
30957,0.000000
27632,0.001000
29407,0.001000
12214,0.001000
12909,0.001000
13355,0.000000
3202,0.000000
23799,0.001000
10571,0.000000
23729,0.000000
7887,0.000000
18309,0.001000
5854,0.000000
19260,0.001000
8589,0.000000
31069,0.001000
30705,0.001000
30362,0.001000
10719,0.001000
7780,0.000000
