Test Case,Array Size,Kth Smallest Element Position,Runtime
85866,32137,153,0.000039
85875,31243,333,0.000036
85882,7738,784,0.000024
85889,18276,908,0.000024
85892,1293,982,0.000014
85898,3981,182,0.000034
85918,937,795,0.000021
85919,939,258,0.000020
85921,13999,122,0.000092
85926,1410,840,0.000025
85929,2929,936,0.000032
85931,612,335,0.000015
85938,4,859,0.000000
85955,6764,893,0.000018
85959,2040,27,0.000032
85968,24664,88,0.000042
85969,5535,835,0.000041
85973,11795,441,0.000029
85991,25074,450,0.000034
86004,1419,219,0.000017
86006,915,780,0.000020
86012,25584,815,0.000023
86026,1967,274,0.000029
86027,30764,2,0.000034
86030,1060,858,0.000015
86031,23573,755,0.000041
86035,30,875,0.000001
86052,7951,868,0.000042
86053,227,912,0.000011
86058,2370,441,0.000032
86069,22434,106,0.000032
86078,1086,576,0.000016
86079,4033,583,0.000035
86083,22968,347,0.000023
86094,3638,303,0.000033
86099,7763,782,0.000023
86134,2139,201,0.000030
86136,25160,456,0.000034
86140,2810,921,0.000032
86143,7833,83,0.000024
86144,8764,373,0.000052
86158,6121,464,0.000035
86163,1098,376,0.000022
86165,7501,164,0.000034
86166,3751,779,0.000034
86175,5637,911,0.000023
86187,70,58,0.000002
86190,2327,245,0.000036
86193,7849,423,0.000026
86195,5530,910,0.000033
86196,1594,435,0.000021
86199,854,437,0.000014
86204,24162,120,0.000205
86205,30666,723,0.000023
86210,4296,830,0.000044
86219,824,448,0.000069
86220,4672,664,0.000034
86224,27291,59,0.000025
86227,3418,941,0.000035
86241,281,37,0.000010
86245,27197,386,0.000053
86247,3074,251,0.000042
86254,6390,107,0.000043
86269,127,964,0.000004
86274,775,747,0.000022
86276,6726,682,0.000034
86279,63,869,0.000002
86288,2007,192,0.000038
86295,2507,841,0.000031
86296,685,967,0.000016
86299,7790,590,0.000034
86307,21772,761,0.000023
86311,3415,726,0.000022
86322,62,115,0.000002
86329,11264,421,0.000035
86330,2982,160,0.000032
86331,14087,471,0.000036
86340,394,195,0.000014
86341,10142,429,0.000037
86349,4674,615,0.000059
86369,968,900,0.000024
86372,6583,496,0.000044
86396,800,656,0.000028
86403,1364,393,0.000022
86408,5805,851,0.000029
86413,3231,68,0.000025
86418,5184,840,0.000057
86421,6013,450,0.000092
86422,5610,998,0.000051
86427,10042,407,0.000047
86432,13403,457,0.000054
86433,21887,843,0.000046
86441,14024,556,0.000058
86442,21360,273,0.000028
86449,5244,399,0.000046
86450,1832,394,0.000039
86454,2142,983,0.000043
86457,924,707,0.000026
86463,14654,853,0.000044
86493,484,542,0.000013
86496,5191,18,0.000026
86500,21230,77,0.000035
86504,12981,182,0.000024
86511,883,854,0.000014
86518,2391,5,0.000021
86528,19059,130,0.000035
86530,2903,669,0.000033
86539,27705,812,0.000022
86540,942,744,0.000020
86543,25450,948,0.000060
86546,24236,50,0.000026
86565,2761,473,0.000024
86568,1382,407,0.000018
86571,17729,358,0.000025
86574,1002,860,0.000016
86576,3459,144,0.000033
86580,4685,490,0.000032
86582,25124,616,0.000025
86585,1376,35,0.000018
86593,14045,139,0.000034
86594,19665,241,0.000034
86598,28063,735,0.000035
86604,32645,866,0.000033
86608,13313,65,0.000034
86610,413,600,0.000011
86634,1074,163,0.000022
86646,15673,873,0.000033
86648,5,836,0.000000
86649,17181,241,0.000036
86651,9348,446,0.000024
86652,778,207,0.000018
86656,880,484,0.000020
86667,365,595,0.000007
86672,15288,694,0.000033
86676,2640,988,0.000064
86704,283,309,0.000008
86705,2800,888,0.000026
86710,20286,630,0.000034
86718,1134,624,0.000016
86728,1253,593,0.000017
86736,894,992,0.000015
86749,21404,261,0.000034
86752,2624,665,0.000029
86766,391,510,0.000010
86770,8458,823,0.000035
86772,1906,372,0.000033
86830,9467,175,0.000033
86833,3422,354,0.000032
86834,7107,954,0.000033
86835,2699,957,0.000021
86847,3392,415,0.000033
86864,8957,519,0.000034
86870,25731,263,0.000033
86874,10977,215,0.000034
86882,1573,179,0.000026
86886,2115,191,0.000018
86895,5230,460,0.000032
86896,12024,748,0.000033
86897,19853,574,0.000082
86903,5533,97,0.000033
86906,4294,571,0.000035
86909,712,786,0.000017
86915,19297,632,0.000035
86918,981,1,0.000029
86928,884,688,0.000020
86931,2208,603,0.000031
86933,308,486,0.000008
86943,23378,351,0.000035
86953,4823,426,0.000034
86957,124,807,0.000004
86965,31302,904,0.000036
86966,11637,436,0.000029
86980,28805,421,0.000033
86996,1723,960,0.000028
87004,6627,185,0.000031
87006,2394,469,0.000041
87010,12224,213,0.000033
87021,24396,947,0.000019
87023,205,497,0.000003
87024,2705,956,0.000032
87027,18199,842,0.000024
87039,6861,375,0.000034
87046,377,534,0.000010
87055,12863,587,0.000036
87057,29,55,0.000001
87058,112,817,0.000003
87080,1026,74,0.000022
87096,1227,932,0.000029
87100,493,781,0.000010
87106,13107,988,0.000043
87113,7832,617,0.000043
87120,769,28,0.000018
87125,13732,482,0.000034
87128,2296,659,0.000041
87152,514,266,0.000013
87158,3283,109,0.000033
87182,10546,757,0.000033
87183,8168,75,0.000034
87185,29839,573,0.000034
87186,16178,272,0.000034
87192,16627,705,0.000023
87206,10181,654,0.000019
87219,3846,989,0.000033
87220,1028,441,0.000022
87221,5888,829,0.000033
87237,16535,89,0.000029
87238,1231,493,0.000018
87254,16809,737,0.000020
87273,74,156,0.000002
87274,38,44,0.000001
87284,14264,754,0.000034
87285,2105,319,0.000029
87299,612,242,0.000015
87311,1168,120,0.000028
87314,5741,733,0.000041
87326,756,556,0.000018
87327,722,596,0.000016
87342,6630,352,0.000034
87349,23331,682,0.000021
87362,181,675,0.000005
87367,3727,638,0.000019
87368,1761,236,0.000017
87371,20869,961,0.000035
87372,14007,909,0.000034
87385,5377,206,0.000033
87389,672,661,0.000017
87393,770,482,0.000017
87396,1359,629,0.000024
87402,4880,110,0.000089
87415,685,363,0.000017
87418,29729,703,0.000032
87420,17744,920,0.000099
87423,5221,980,0.000024
87436,20862,355,0.000057
87437,6780,483,0.000035
87456,1616,524,0.000120
87462,1400,585,0.000026
87463,20519,127,0.000024
87473,27363,368,0.000042
87494,1789,419,0.000030
87510,926,346,0.000020
87514,2285,192,0.000030
87516,26534,90,0.000035
87522,25776,651,0.000034
87529,26450,83,0.000034
87532,309,932,0.000008
87535,7965,802,0.000023
87537,27259,520,0.000034
87544,9205,695,0.000034
87558,628,748,0.000016
87561,28768,858,0.000034
87562,1292,916,0.000024
87564,8649,608,0.000041
87573,263,681,0.000007
87581,27928,119,0.000034
87590,24162,965,0.000029
87599,872,528,0.000015
87600,32736,308,0.000026
87615,12484,694,0.000034
87641,4012,704,0.000033
87650,7331,766,0.000033
87651,1034,447,0.000021
87665,1136,562,0.000027
87668,170,888,0.000005
87682,12400,335,0.000033
87684,200,261,0.000005
87689,587,415,0.000014
87692,2630,731,0.000039
87701,14198,298,0.000034
87707,7802,678,0.000034
87712,370,251,0.000010
87713,4543,776,0.000044
87716,22529,591,0.000050
87720,1194,407,0.000032
87721,25839,18,0.000034
87724,25522,620,0.000034
87733,2980,702,0.000032
87737,3515,936,0.000032
87746,13364,749,0.000033
87766,3618,247,0.000034
87775,1304,690,0.000027
87780,12635,260,0.000020
87789,5257,849,0.000037
87797,82,909,0.000003
87820,18647,215,0.000035
87824,1908,335,0.000021
87826,7213,202,0.000034
87827,2279,150,0.000031
87829,226,888,0.000006
87837,3359,907,0.000065
87839,8349,849,0.000026
87845,2738,161,0.000031
87847,902,628,0.000019
87848,5066,492,0.000033
87851,20834,110,0.000033
87855,516,443,0.000013
87861,1590,626,0.000076
87863,8814,564,0.000034
87873,562,909,0.000015
87880,3166,210,0.000032
87898,1402,118,0.000025
87902,404,604,0.000010
87923,2193,93,0.000031
87924,14825,95,0.000034
87930,2823,816,0.000031
87938,4623,811,0.000033
87945,70,758,0.000002
87955,25761,384,0.000034
87956,79,214,0.000003
87957,9442,247,0.000033
87961,5346,670,0.000034
87969,868,76,0.000018
87972,20294,583,0.000037
87975,1833,853,0.000019
87981,20116,123,0.000021
87982,30308,41,0.000021
87995,7357,399,0.000033
88001,1641,465,0.000027
88002,425,810,0.000012
88003,2122,685,0.000031
88006,3275,485,0.000032
88008,5355,716,0.000033
88014,25918,29,0.000035
88019,161,817,0.000017
88025,242,690,0.000004
88026,3876,672,0.000033
88035,27628,729,0.000035
88050,771,623,0.000018
88052,3721,94,0.000034
88059,1871,786,0.000029
88062,277,655,0.000007
88074,5680,767,0.000033
88080,6075,528,0.000033
88084,6013,159,0.000038
88088,28221,472,0.000036
88091,26652,70,0.000036
88094,30620,772,0.000034
88098,772,471,0.000018
88106,9832,280,0.000034
88137,1197,140,0.000024
88150,24084,162,0.000024
88151,16000,301,0.000021
88156,2021,908,0.000029
88167,6,713,0.000000
88168,449,803,0.000012
88181,1371,796,0.000026
88182,8224,43,0.000034
88186,224,837,0.000007
88187,91,973,0.000003
88193,27424,766,0.000039
88194,18324,698,0.000024
88202,7385,871,0.000050
88207,79,768,0.000002
88222,974,748,0.000021
88229,13792,354,0.000025
88259,233,790,0.000007
88260,463,226,0.000012
88275,3317,258,0.000023
88276,15989,744,0.000023
88278,8798,191,0.000035
88285,11995,200,0.000034
88286,14424,914,0.000034
88291,30639,755,0.000023
88296,31533,347,0.000039
88300,219,107,0.000006
88301,10881,845,0.000029
88306,9739,6,0.000034
88309,1153,287,0.000022
88315,2168,122,0.000023
88332,23545,485,0.000043
88339,4927,850,0.000032
88360,298,761,0.000008
88366,19618,472,0.000027
88376,539,832,0.000014
88380,2621,53,0.000022
88388,29689,523,0.000034
88397,931,670,0.000013
88398,7625,52,0.000036
88417,30429,11,0.000035
88428,6458,267,0.000034
88438,2142,654,0.000029
88441,652,174,0.000019
88443,2522,752,0.000039
88449,7715,930,0.000041
88450,295,476,0.000010
88459,7772,302,0.000051
88476,11117,816,0.000022
88479,28972,269,0.000034
88494,119,669,0.000003
88498,20661,433,0.000028
88503,1348,484,0.000025
88509,20923,454,0.000030
88516,857,235,0.000019
88529,18087,738,0.000033
88533,987,526,0.000024
88536,1470,442,0.000027
88541,19981,477,0.000035
88549,3330,302,0.000033
88551,3964,853,0.000032
88555,4741,511,0.000034
88556,10711,324,0.000034
88573,24073,331,0.000035
88578,1363,379,0.000025
88581,22930,862,0.000034
88592,6,680,0.000000
88598,5456,513,0.000034
88599,3695,917,0.000034
88602,21782,448,0.000045
88611,1048,53,0.000014
88624,1598,641,0.000027
88632,1905,752,0.000028
88634,1027,894,0.000021
88648,502,409,0.000010
88668,4169,894,0.000033
88669,24749,451,0.000035
88672,3451,778,0.000033
88675,7071,928,0.000034
88680,25508,548,0.000035
88689,5686,931,0.000033
88695,29642,60,0.000043
88706,6381,615,0.000033
88710,24988,635,0.000034
88711,22253,126,0.000034
88716,1672,386,0.000027
88718,431,387,0.000011
88729,10812,807,0.000034
88731,6316,586,0.000032
88740,31487,443,0.000035
88747,31674,908,0.000034
88761,21969,489,0.000046
88763,2515,243,0.000032
88764,559,653,0.000015
88781,1492,432,0.000027
88789,20881,761,0.000033
88792,1412,326,0.000025
88799,142,391,0.000004
88800,3953,454,0.000032
88809,1706,777,0.000028
88831,2427,146,0.000030
88848,14103,80,0.000035
88849,6854,204,0.000036
88851,3406,476,0.000023
88861,5785,315,0.000034
88867,32518,806,0.000146
88869,79,402,0.000003
88885,1759,619,0.000017
88896,18577,566,0.000035
88919,7961,818,0.000036
88939,14829,873,0.000074
88950,19467,169,0.000022
88951,1686,156,0.000016
88963,16533,997,0.000023
88969,27155,803,0.000024
88983,14982,819,0.000028
88984,3764,941,0.000033
88993,3146,693,0.000022
88999,8792,125,0.000024
89022,6339,778,0.000034
89031,2868,343,0.000032
89037,6300,201,0.000021
89044,9316,372,0.000044
89046,5623,166,0.000035
89049,1751,942,0.000030
89054,15742,93,0.000033
89056,8535,303,0.000033
89074,4363,587,0.000021
89086,388,881,0.000010
89096,31,364,0.000001
89105,20935,289,0.000035
89106,14041,964,0.000023
89132,31586,588,0.000036
89138,15554,674,0.000036
89139,1420,205,0.000024
89144,8096,778,0.000033
89145,3886,984,0.000023
89156,2584,231,0.000027
89163,5137,623,0.000034
89165,2760,457,0.000014
89168,31880,624,0.000042
89188,8110,94,0.000034
89194,1322,461,0.000018
89203,27684,903,0.000039
89204,8330,321,0.000034
89213,582,803,0.000016
89224,25661,27,0.000024
89231,19579,801,0.000034
89239,11669,404,0.000025
89244,4531,620,0.000119
89245,14099,847,0.000032
89249,799,122,0.000018
89252,6463,277,0.000048
89253,1498,82,0.000027
89259,1674,426,0.000028
89267,27898,195,0.000034
89277,436,760,0.000008
89285,3515,876,0.000032
89296,2420,976,0.000030
89297,7326,112,0.000034
89304,2491,774,0.000031
89315,6042,29,0.000034
89320,1585,899,0.000018
89334,8692,423,0.000034
89339,85,907,0.000003
89343,2467,57,0.000030
89347,3471,328,0.000032
89348,334,46,0.000009
89351,2764,376,0.000025
89355,5933,137,0.000033
89361,1598,317,0.000027
89364,4334,53,0.000034
89368,3271,943,0.000033
89371,9315,978,0.000033
89378,94,977,0.000003
89385,829,873,0.000018
89389,620,383,0.000015
89390,6519,882,0.000033
89392,3377,692,0.000032
89418,430,713,0.000011
89432,6346,131,0.000039
89458,8326,153,0.000035
89467,9836,325,0.000055
89474,6099,874,0.000034
89477,5193,232,0.000033
89488,779,186,0.000017
89491,1323,526,0.000023
89493,30416,632,0.000035
89507,1573,400,0.000026
89511,1172,254,0.000016
89518,1755,421,0.000015
89520,8615,605,0.000027
89521,6326,528,0.000034
89537,4942,596,0.000033
89542,8248,845,0.000033
89565,2042,804,0.000029
89570,17976,500,0.000034
89589,251,149,0.000006
89614,2082,425,0.000031
89618,3705,619,0.000022
89630,29466,745,0.000038
89647,8410,966,0.000033
89654,2198,781,0.000031
89659,21730,411,0.000035
89663,10129,480,0.000034
89667,6862,805,0.000075
89674,7203,424,0.000024
89681,14021,105,0.000033
89686,976,306,0.000021
89696,4041,343,0.000033
89699,1981,72,0.000028
89707,3504,740,0.000039
89708,27471,997,0.000033
89718,13292,403,0.000033
89733,762,130,0.000014
89745,7880,446,0.000034
89746,12469,597,0.000034
89751,13739,810,0.000032
89759,1586,955,0.000027
89770,11470,206,0.000033
89775,21746,706,0.000024
89777,6749,666,0.000023
89785,810,353,0.000024
89804,3282,97,0.000023
89806,31019,509,0.000035
89824,125,195,0.000003
89836,1345,377,0.000025
89850,2783,719,0.000033
89851,26594,778,0.000036
89859,5841,515,0.000072
89864,4334,481,0.000040
89875,2144,811,0.000030
89876,7945,889,0.000040
89877,18998,783,0.000033
89889,30799,459,0.000035
89893,1551,906,0.000028
89903,4449,448,0.000034
89909,1733,180,0.000028
89916,18681,345,0.000033
89921,2136,498,0.000030
89922,12621,429,0.000034
89930,29516,486,0.000043
89932,2132,665,0.000020
89940,1228,830,0.000028
89945,2870,583,0.000031
89952,28652,861,0.000034
89954,1067,711,0.000024
89955,11052,665,0.000042
89958,1788,970,0.000028
89961,7585,369,0.000047
89980,21594,612,0.000026
89984,32521,92,0.000033
89985,6650,930,0.000033
89991,12084,363,0.000044
90002,9594,551,0.000034
90029,1182,80,0.000022
90032,30058,925,0.000035
90040,4623,672,0.000033
90042,2767,791,0.000032
90044,9613,846,0.000033
90054,4610,868,0.000034
90055,12419,684,0.000023
90073,769,678,0.000018
90079,6078,107,0.000034
90080,27361,661,0.000034
90081,4528,979,0.000034
90083,11106,30,0.000022
90086,1166,379,0.000015
90091,6879,598,0.000042
90094,11227,713,0.000023
90111,2550,271,0.000022
90114,5243,204,0.000034
90130,2235,990,0.000031
90150,21467,417,0.000034
90164,1208,267,0.000018
90170,24921,920,0.000033
90178,6551,771,0.000023
90188,472,299,0.000012
90193,963,130,0.000022
90195,14313,475,0.000034
90217,3497,494,0.000033
90218,1949,507,0.000029
90220,21885,78,0.000033
90221,11182,717,0.000033
90222,10756,793,0.000033
90226,9414,15,0.000034
90245,11773,496,0.000034
90256,3031,154,0.000032
90258,299,426,0.000008
90266,8490,977,0.000034
90278,30593,711,0.000033
90285,12561,790,0.000035
90289,6211,992,0.000039
90294,964,819,0.000020
90299,1204,295,0.000024
90304,171,925,0.000005
90308,20476,724,0.000037
90312,938,892,0.000020
90313,7239,133,0.000034
90315,2623,31,0.000031
90320,1217,290,0.000023
90323,29212,430,0.000034
90334,2127,441,0.000030
90344,1364,424,0.000025
90350,2685,400,0.000034
90351,1570,759,0.000017
90357,12558,968,0.000033
90358,23720,437,0.000038
90360,4483,416,0.000033
90391,8604,601,0.000041
90393,5750,190,0.000035
90405,8632,201,0.000028
90416,480,838,0.000012
90419,1854,966,0.000028
90436,3151,187,0.000043
90447,1027,927,0.000023
90448,320,699,0.000009
90462,9477,807,0.000055
90467,105,250,0.000002
90471,704,680,0.000014
90476,8998,246,0.000034
90477,11181,130,0.000023
90482,820,348,0.000014
90484,4014,140,0.000041
90487,7325,836,0.000035
90488,25550,56,0.000034
90514,31666,461,0.000035
90519,2447,135,0.000030
90520,7286,22,0.000033
90529,5207,637,0.000034
90530,19087,183,0.000042
90539,15152,570,0.000034
90543,1102,418,0.000018
90545,2789,236,0.000032
90549,519,329,0.000013
90552,30512,559,0.000035
90561,714,595,0.000017
90586,74,175,0.000002
90587,892,886,0.000041
90591,321,839,0.000006
90592,434,711,0.000013
90597,29749,933,0.000024
90608,27509,76,0.000035
90619,9596,334,0.000024
90630,1046,161,0.000017
90633,5956,66,0.000040
90636,9384,880,0.000034
90642,9190,616,0.000034
90647,1410,962,0.000027
90648,5950,322,0.000041
90649,11845,341,0.000020
90665,2217,527,0.000033
90666,211,327,0.000006
90671,27784,307,0.000024
90675,2632,555,0.000034
90681,28505,540,0.000028
90683,7739,484,0.000036
90690,22,768,0.000001
90702,192,206,0.000005
90714,438,640,0.000011
90717,720,498,0.000016
90728,4865,502,0.000022
90736,13995,383,0.000031
90746,6249,12,0.000034
90754,6822,703,0.000033
90757,130,671,0.000004
90769,6803,993,0.000034
90779,22609,100,0.000034
90786,2011,213,0.000029
90792,3688,669,0.000032
90793,1901,160,0.000029
90815,928,569,0.000021
90821,25269,524,0.000024
90824,2605,410,0.000033
90826,29386,556,0.000034
90827,13914,167,0.000034
90828,6438,72,0.000032
90837,15290,469,0.000035
90838,4912,291,0.000034
90848,5240,725,0.000034
90851,7725,482,0.000033
90855,8843,195,0.000033
90868,415,6,0.000011
90895,8163,230,0.000034
90900,5713,30,0.000033
90903,782,152,0.000018
90904,43,456,0.000001
90909,12806,742,0.000034
90922,1226,932,0.000023
90929,206,131,0.000003
90940,588,962,0.000015
90954,81,137,0.000003
90968,5363,811,0.000022
90979,3803,922,0.000022
90991,2813,985,0.000031
91001,3966,708,0.000023
91002,2337,690,0.000032
91008,3277,398,0.000033
91038,30801,95,0.000034
91042,15278,454,0.000034
91056,2649,235,0.000030
91064,4590,280,0.000038
91070,416,949,0.000012
91072,2254,950,0.000031
91076,3927,472,0.000023
91085,1051,468,0.000020
91094,10428,531,0.000034
91098,27685,726,0.000023
91100,21724,154,0.000034
91107,5086,560,0.000040
91117,3553,630,0.000032
91128,2098,780,0.000017
91130,19577,180,0.000023
91135,200,699,0.000004
91139,28152,682,0.000034
91162,1875,325,0.000034
91179,470,137,0.000012
91185,381,647,0.000010
91203,2231,810,0.000025
91207,1841,681,0.000029
91233,6377,637,0.000034
91234,4211,956,0.000032
91267,5914,89,0.000019
91278,602,574,0.000015
91285,4175,200,0.000033
91294,16193,474,0.000035
91309,9049,692,0.000034
91332,1787,563,0.000031
91333,1005,852,0.000030
91346,387,205,0.000009
91350,202,720,0.000005
91360,22825,200,0.000034
91367,341,87,0.000009
91383,22207,102,0.000035
91386,31162,498,0.000041
91395,56,997,0.000002
91396,456,557,0.000013
91407,12386,666,0.000033
91435,3847,335,0.000032
91442,8172,646,0.000048
91447,1078,157,0.000022
91472,19539,248,0.000034
91480,6205,39,0.000023
91482,1942,635,0.000031
91502,3657,994,0.000056
91511,143,209,0.000005
91523,10976,316,0.000034
